product_id,price,stock
10142,1135.39,988
10143,1150.11,861
10144,1896.98,98
10145,555.14,841
10146,615.42,709
10147,1814.62,914
10148,903.71,270
10149,716.83,160
10150,160.57,254
10151,1217.41,711
10152,315.88,702
10153,615.64,651
10154,1406.63,202
10155,1266.36,602
10156,914.72,495
10157,195.43,57
10158,1322.24,743
10159,1527.42,34
10160,1340.3,149
10161,641.91,257
10162,538.7,835
10163,739.57,940
10164,849.03,239
10165,223.08,268
10166,1321.34,518
10167,1911.38,517
10168,1707.3,483
10169,908.97,351
10170,1419.52,854
10171,1658.77,79
10172,265.55,890
10173,1300.83,241
10174,468.72,701
10175,1548.16,800
10176,375.8,719
10177,266.23,440
10178,449.15,265
10179,974.85,486
10180,523.23,101
10181,845.93,131
10182,223.06,938
10183,406.19,914
10184,821.81,597
10185,1791.84,299
10186,661.02,58
10187,1819.13,782
10188,1072.85,463
10189,1865.51,798
10190,1524.62,294
10191,675.97,959
10192,718.25,893
10193,353.33,934
10194,1109.94,80
10195,108.36,185
10196,1823.67,674
10197,1889.62,957
10198,1881.57,902
10199,626.91,238
10200,430.43,235
10201,1240.66,63
10202,1439.16,489
10203,261.92,877
10204,1142.16,892
10205,1212.2,285
10206,137.15,340
10207,258.43,986
10208,212.1,459
10209,1139.84,309
10210,110.07,730
10211,1451.82,149
10212,1272.12,705
10213,819.41,108
10214,1810.15,642
10215,727.54,645
10216,1115.99,586
10217,231.68,861
10218,461.35,348
10219,191.68,303
10220,1573.44,960
10221,1769.94,565
10222,1719.16,403
10223,1419.15,389
10224,486.56,839
10225,999.79,42
10226,1686.64,998
10227,637.47,220
10228,238.94,986
10229,454.35,967
10230,37.55,36
10231,1645.01,454
10232,165.66,653
10233,1632.94,653
10234,372.48,148
10235,1476.26,350
10236,235.2,935
10237,1010.44,618
10238,1248.77,878
10239,1614.93,819
10240,575.64,175
10241,1196.75,462
10242,206.73,568
10243,1015,708
10244,1747.49,566
10245,1465.36,827
10246,1970.12,347
10247,182.97,505
10248,1248.27,86
10249,190.18,746
10250,167.3,808
10251,338.99,497
10252,878.69,738
10253,1034.46,664
10254,388.82,219
10255,1912.61,761
10256,1173.87,752
10257,399.53,844
10258,554.37,690
10259,1500.44,542
10260,832.87,647
10261,735.88,251
10262,1309.08,423
10263,1492.01,892
10264,199.47,183
10265,334.26,104
10266,177.13,54
10267,820.68,999
10268,1265.41,889
10269,281.26,840
10270,1033.87,407
10271,1851.69,606
10272,1902.82,127
10273,1930.42,812
10274,304.62,675
10275,309.14,494
10276,894.23,258
10277,1615.41,88
10278,96.54,756
10279,1950.31,848
10280,1015.49,797
10281,731.42,673
10282,1864.65,83
10283,767.53,181
10284,504.66,620
10285,656.39,206
10286,485.24,94
10287,1830.6,869
10288,43.2,115
10289,666.56,181
10290,1147.62,828
10291,1668.44,917
10292,1103.61,616
10293,780.13,931
10294,1481.74,857
10295,1132.29,188
10296,1382.57,196
10297,17.58,480
10298,1204.5,997
10299,1112.49,462
10300,1841.48,427
10301,48.21,347
10302,339.8,726
10303,426.46,703
10304,1164.35,712
10305,1752.35,441
10306,1222.84,815
10307,715.52,588
10308,317.79,398
10309,1348.25,224
10310,1030.54,128
10311,1618.55,391
10312,814.69,428
10313,1296.97,781
10314,231.65,15
10315,1705.16,183
10316,351.86,44
10317,1775.9,351
10318,1430.63,894
10319,576.69,413
10320,385.3,495
10321,1218.46,630
10322,552.17,824
10323,4.76,700
10324,987.84,659
10325,79.33,457
10326,1765.01,622
10327,1767.59,692
10328,1268.37,607
10329,468.89,892
10330,1072.75,644
10331,313,400
10332,1044.64,659
10333,615.33,289
10334,210.47,926
10335,202.26,924
10336,1845.29,115
10337,1713.9,711
10338,456.75,749
10339,503.88,620
10340,971.81,421
10341,192.15,179
10342,1727.99,980
10343,691.43,9
10344,1517.52,351
10345,389.15,56
10346,1502.39,466
10347,1504.06,846
10348,1829.74,671
10349,739.62,265
10350,503.81,571
10351,714.9,489
10352,211.35,757
10353,1057.38,318
10354,1656.81,925
10355,1390.88,107
10356,859.64,893
10357,375.21,692
10358,1953.74,951
10359,690.89,710
10360,1893.49,775
10361,831.12,379
10362,1841.14,830
10363,674.19,726
10364,1337.94,341
10365,1546.7,968
10366,557.41,793
10367,111.75,900
10368,1819.96,101
10369,1432.82,302
10370,703.7,779
10371,806.11,48
10372,1858.62,327
10373,370.01,941
10374,1618.84,74
10375,1200.59,385
10376,1294.93,21
10377,156.5,428
10378,1569.89,780
10379,691.55,773
10380,1302.63,510
10381,792.33,218
10382,1189.32,491
10383,1002.87,22
10384,1283.59,865
10385,1255.13,374
10386,1369.84,206
10387,117.37,526
10388,1584.92,110
10389,753.81,42
10390,1379.55,769
10391,1531.28,182
10392,570.09,946
10393,1022.98,356
10394,419.74,252
10395,1571.71,465
10396,815.32,178
10397,139.84,46
10398,1110.78,948
10399,314.05,288
10400,12.6,533
10401,1438.71,444
10402,1795.06,10
10403,542.09,42
10404,806.79,250
10405,308.1,372
10406,126.76,613
10407,502.79,694
10408,1885.67,83
10409,1747.83,754
10410,91.81,80
10411,152.26,457
10412,73.41,550
10413,153.88,280
10414,615.34,855
10415,764.71,912
10416,591.05,377
10417,544.85,398
10418,1415.14,58
10419,977.66,323
10420,546.97,724
10421,1711.14,97
10422,1408.18,511
10423,1800.62,924
10424,1848.19,462
10425,924.41,664
10426,1015.61,178
10427,1875.18,714
10428,66.05,471
10429,1009.16,552
10430,1820.17,178
10431,409.43,315
10432,644.85,590
10433,385.27,322
10434,779.31,487
10435,108.37,107
10436,48.36,718
10437,562.84,505
10438,5.17,368
10439,1589.93,881
10440,216.99,370
10441,1270.55,430
10442,547.71,92
10443,1719.67,652
10444,44.16,901
10445,1688.96,21
10446,1711.25,49
10447,1572.42,976
10448,662.18,503
10449,407.73,205
10450,946.97,87
10451,1337.33,761
10452,1720.6,211
10453,497.26,920
10454,1194.68,117
10455,1524.68,674
10456,841.24,256
10457,1398.8,470
10458,920.23,580
10459,392.19,162
10460,435.33,87
10461,1718.67,923
10462,1886.91,942
10463,1079.09,737
10464,339.11,171
10465,205.24,493
10466,1104.24,281
10467,1796.61,434
10468,1227.28,774
10469,250.96,448
10470,1933.68,820
10471,796.99,375
10472,488.84,798
10473,1201.18,736
10474,1656.62,124
10475,1508.48,514
10476,1967.09,559
10477,1150.77,722
10478,467.91,257
10479,1878.64,110
10480,325.14,855
10481,865.75,551
10482,1102.35,964
10483,1689.06,302
10484,477.18,705
10485,1438.66,982
10486,33.93,535
10487,467.04,918
10488,329.4,383
10489,808.42,688
10490,1395.46,246
10491,1356.29,547
10492,517.99,918
10493,1670.54,976
10494,1623.23,368
10495,890.24,388
10496,605,77
10497,181.76,679
10498,1390.11,7
10499,1072.92,557
10500,1293.55,68
10501,213.78,823
10502,562.12,450
10503,992.62,920
10504,756.03,313
10505,1500.76,144
10506,1923.4,963
10507,1089.72,875
10508,115.83,991
10509,71.71,461
10510,1258.37,250
10511,1958.2,22
10512,396.61,993
10513,1581.25,138
10514,1654.09,770
10515,1357.72,691
10516,1181.34,97
10517,33.31,723
10518,1312.34,304
10519,778.49,101
10520,1450.5,925
10521,1038.19,953
10522,738.94,812
10523,1777.83,140
10524,448.58,442
10525,474.18,300
10526,1740.02,863
10527,1603.29,609
10528,1565.87,688
10529,1688.5,288
10530,1351.52,817
10531,337.94,295
10532,1329.35,966
10533,1839.48,829
10534,178.72,701
10535,1641.42,297
10536,416.4,810
10537,1179.7,931
10538,1494.38,831
10539,1306.95,638
10540,1544.12,456
10541,1094.33,597
10542,805.61,186
10543,628.46,745
10544,386.15,491
10545,1272.69,612
10546,1083.49,696
10547,163.52,6
10548,1463.18,26
10549,1135.45,812
10550,267.47,124
10551,751.07,94
10552,1552.7,774
10553,76.97,711
10554,1567.91,14
10555,1669.53,282
10556,886.74,227
10557,1221.7,625
10558,339.91,441
10559,1948.02,33
10560,586.71,111
10561,374.23,171
10562,1745.46,699
10563,1405.45,265
10564,1349.24,958
10565,390.7,750
10566,1666.28,70
10567,601.52,912
10568,842.81,911
10569,1227.08,566
10570,162.33,234
10571,1169.82,101
10572,546,187
10573,376.49,649
10574,122.43,456
10575,404.13,234
10576,394.79,308
10577,619.17,410
10578,1064.36,670
10579,321.77,701
10580,1233.81,492
10581,1670.65,658
10582,1802.37,506
10583,1925.27,787
10584,1328.5,86
10585,1305.43,867
10586,1834.73,664
10587,420.87,288
10588,714.65,731
10589,1655.74,140
10590,1573.97,143
10591,1260.5,539
10592,82.6,388
10593,235.41,434
10594,369.52,223
10595,1386.4,944
10596,525,702
10597,315.24,964
10598,422.34,488
10599,1577.12,464
10600,1916.97,819
10601,949.67,615
10602,453.6,855
10603,1311.34,747
10604,169.63,221
10605,1592.63,793
10606,1861.34,67
10607,1890.46,547
10608,593.51,390
10609,588.81,235
10610,963.74,161
10611,1572.68,203
10612,748.34,896
10613,1551.81,509
10614,694.74,258
10615,468.37,449
10616,1373.8,557
10617,734.42,114
10618,726.66,475
10619,678.4,635
10620,768.81,646
10621,1259.22,17
10622,277.23,39
10623,1702.63,700
10624,127.19,576
10625,989.57,697
10626,12.35,532
10627,576.58,923
10628,1302.74,822
10629,576.41,253
10630,1981.14,856
10631,334.23,11
10632,436.7,827
10633,704.91,466
10634,1790.71,368
10635,1760.94,288
10636,971.14,876
10637,1960.23,224
10638,508.38,671
10639,946.36,29
10640,1609.04,273
10641,53.52,147
10642,831.93,735
10643,619.66,656
10644,1103.16,233
10645,885.93,4
10646,128.2,737
10647,1089.47,371
10648,1750.36,751
10649,1712.29,769
10650,101.17,940
10651,1625.85,29
10652,1756.75,718
10653,1248.82,325
10654,1807.85,324
10655,321.76,527
10656,1050.93,158
10657,381.25,389
10658,1342.41,515
10659,566.44,81
10660,389.69,60
10661,242.4,21
10662,1866.67,460
10663,119.49,928
10664,1340.62,78
10665,1133.92,520
10666,1173.1,347
10667,1760.98,759
10668,387.18,162
10669,1723.93,924
10670,1288.61,770
10671,1702.55,648
10672,863.6,767
10673,1605.98,904
10674,511.95,11
10675,1019.94,504
10676,472.57,423
10677,554.63,445
10678,1435.71,656
10679,494.23,498
10680,1220.63,902
10681,614.85,807
10682,690.31,298
10683,497.07,712
10684,1099.65,563
10685,369.29,843
10686,275.99,701
10687,912.76,191
10688,20.39,112
10689,808.81,840
10690,1182.45,283
10691,1034.35,486
10692,1.33,906
10693,1850.78,137
10694,775.97,729
10695,155.42,986
10696,1370.73,968
10697,835.42,959
10698,663.66,867
10699,1574.52,332
10700,1054.76,483
10701,1023.75,321
10702,1573.23,517
10703,851.78,824
10704,233.63,520
10705,1489.13,273
10706,972.04,232
10707,1040.58,586
10708,1582.87,197
10709,1050.99,514
10710,526.66,49
10711,382.43,401
10712,512.85,419
10713,1935.33,112
10714,230.72,937
10715,986.29,8
10716,1653.44,978
10717,869.29,450
10718,1406.32,866
10719,442.91,854
10720,65.64,571
10721,1913.8,314
10722,1449.6,371
10723,1128.69,523
10724,802.54,342
10725,1321.23,363
10726,542.74,700
10727,1285.96,335
10728,1103.57,870
10729,1012.49,173
10730,199.1,198
10731,1439.71,352
10732,459.69,569
10733,1016.78,21
10734,1896.43,939
10735,261.39,133
10736,1994.12,447
10737,1845.46,235
10738,1624.98,624
10739,1586.1,966
10740,1164.8,4
10741,114.77,974
10742,216.53,403
10743,1529.47,707
10744,1832,240
10745,1935.46,36
10746,591.43,157
10747,812.01,282
10748,1825.69,569
10749,1648.82,426
10750,333.5,999
10751,522.97,864
10752,666.93,408
10753,1973.49,216
10754,1737.07,433
10755,1927.84,595
10756,1930.03,697
10757,1214.81,340
10758,711.7,729
10759,1639.96,958
10760,1394.57,942
10761,158,300
10762,1683.66,140
10763,1236.2,474
10764,1513.53,895
10765,1716.81,706
10766,1942.62,352
10767,554.34,118
10768,1407.06,664
10769,1090.55,462
10770,121.83,985
10771,620.16,345
10772,1869.71,732
10773,603.17,904
10774,1597.31,444
10775,1375.91,866
10776,1802.8,122
10777,645.47,863
10778,1704.74,795
10779,1030.55,980
10780,687.47,718
10781,1867.99,201
10782,290,486
10783,1232.4,567
10784,1652.75,900
10785,1815.63,243
10786,730.74,727
10787,124.75,891
10788,424.08,543
10789,1267.45,287
10790,1593.67,833
10791,1379.5,662
10792,1293.76,14
10793,1031.25,277
10794,10.33,495
10795,1219.57,650
10796,1664.16,963
10797,1341.77,690
10798,952.32,529
10799,56.49,730
10800,1419.93,666
10801,521.9,62
10802,342.04,685
10803,1510.67,322
10804,1099.05,622
10805,269.61,533
10806,202.81,767
10807,1020.58,743
10808,861.51,681
10809,1273.08,633
10810,1234.86,31
10811,1585.13,26
10812,287.71,396
10813,1122.08,860
10814,1607.24,831
10815,1562.35,148
10816,1694.56,208
10817,1900.85,726
10818,742.78,199
10819,980.6,859
10820,994.61,137
10821,29.43,239
10822,324.37,879
10823,1779.85,774
10824,846.88,457
10825,1462.64,977
10826,1008.22,409
10827,18.19,812
10828,1260.39,646
10829,916.18,991
10830,145.33,917
10831,1503.67,678
10832,1181.38,765
10833,1109.52,933
10834,340.28,477
10835,1838.14,229
10836,1227.71,54
10837,1164,106
10838,1218.58,730
10839,576.91,538
10840,1463.87,680
10841,1209.34,421
10842,431.47,353
10843,933.19,334
10844,898.5,125
10845,1579.59,443
10846,886.29,890
10847,698.79,562
10848,643.54,983
10849,133.49,558
10850,1382.29,926
10851,947.47,773
10852,1714.94,350
10853,691.68,513
10854,1792.95,862
10855,1002.66,77
10856,348.74,205
10857,1130.44,976
10858,229.23,840
10859,160.48,677
10860,1961.13,369
10861,278.36,218
10862,258.21,998
10863,1463.26,761
10864,837.35,907
10865,1706.38,732
10866,711.03,834
10867,943.8,212
10868,1365.83,39
10869,1306.72,196
10870,1470.69,818
10871,1065.6,723
10872,751.83,656
10873,1249.5,453
10874,1571.36,641
10875,1002.87,90
10876,1410.99,416
10877,1152.61,371
10878,1112.4,929
10879,319.61,80
10880,220.51,403
10881,1182.29,537
10882,1865.11,167
10883,400.45,55
10884,1545.58,717
10885,1820.85,990
10886,1922.47,214
10887,1733.55,389
10888,1119.05,764
10889,254.18,249
10890,1991.3,754
10891,955.35,622
10892,623.9,304
10893,1664.15,609
10894,735.3,273
10895,551.51,560
10896,1289.12,873
10897,1462.68,973
10898,1245.76,43
10899,1167.83,754
10900,356.6,617
10901,1988.37,21
10902,423.61,620
10903,1396.1,639
10904,539.27,730
10905,951.05,85
10906,1695.65,974
10907,1437.54,85
10908,65.09,221
10909,1502.68,96
10910,1006.94,804
10911,927.11,289
10912,1144,347
10913,473.01,508
10914,1003.54,712
10915,417.21,332
10916,1416.51,750
10917,281.97,609
10918,459.37,241
10919,914.89,493
10920,372.36,885
10921,213.5,467
10922,1815.68,913
10923,303.66,411
10924,1887.86,521
10925,1064.59,165
10926,1054.14,349
10927,367.55,448
10928,1952.99,288
10929,1006.94,515
10930,434.85,212
10931,303.66,510
10932,1950.58,232
10933,1326.45,744
10934,1516.48,732
10935,1929.58,959
10936,1639.7,157
10937,786.3,428
10938,613.1,170
10939,417.16,192
10940,768.39,661
10941,1728.83,437
10942,525.65,645
10943,654.67,267
10944,1901.39,457
10945,1274.67,429
10946,644.32,989
10947,1905.82,619
10948,1632.13,419
10949,1950.59,993
10950,393.99,372
10951,494.36,168
10952,1123.46,452
10953,979.51,289
10954,670.39,784
10955,262.91,178
10956,1891.98,46
10957,1946.67,460
10958,1344.66,676
10959,1721.18,25
10960,809.93,580
10961,666.67,449
10962,7.91,458
10963,1593.29,386
10964,804.72,787
10965,533.89,215
10966,916.27,554
10967,994.69,466
10968,1285.74,983
10969,1790.75,746
10970,773.77,590
10971,1720.65,311
10972,885.67,539
10973,731.47,877
10974,1620.02,601
10975,280.64,391
10976,1198.55,12
10977,123.23,847
10978,793.19,475
10979,851.1,198
10980,135.09,657
10981,1709.63,295
10982,1097.11,553
10983,333.38,939
10984,1962.37,571
10985,1866.17,482
10986,1453.58,307
10987,973.68,177
10988,1598.14,371
10989,1421.51,379
10990,1212.98,583
10991,972.78,45
10992,551.07,366
10993,27.33,272
10994,1879.99,158
10995,566.44,942
10996,209.95,321
10997,1634.8,91
10998,1711.08,324
10999,672.11,232
11000,1715.07,715
11001,759.64,983
11002,1062.59,951
11003,706.38,18
11004,838.66,298
11005,522.56,152
11006,983.86,805
11007,302.88,752
11008,1610.15,463
11009,1967.92,97
11010,284.4,655
11011,899.7,900
11012,1893.46,390
11013,1020.68,524
11014,142.19,46
11015,974.83,718
11016,1804.24,155
11017,1770.19,180
11018,406.67,525
11019,781.46,514
11020,926.96,268
11021,474.33,362
11022,424.95,28
11023,861.23,55
11024,1334.16,245
11025,708.62,405
11026,1605.18,874
11027,1618.23,901
11028,1451.93,776
11029,1663.67,407
11030,32.15,993
11031,1524.22,607
11032,73.24,978
11033,1219.13,438
11034,899.47,794
11035,639.53,582
11036,788.07,105
11037,1823.58,112
11038,1164.6,326
11039,594.89,766
11040,1245.12,65
11041,1199.15,862
11042,1727.15,995
11043,39.94,614
11044,1934.96,244
11045,1662.05,316
11046,1472.82,578
11047,1152.53,151
11048,897.2,392
11049,1901.32,193
11050,1856.09,116
11051,1758.86,173
11052,490.35,37
11053,329.64,575
11054,1614.41,871
11055,978.96,715
11056,1428.73,358
11057,684.65,545
11058,1583.95,370
11059,412.79,741
11060,233.97,973
11061,294.19,500
11062,1278.59,754
11063,451.6,253
11064,845.14,889
11065,536.9,134
11066,508.71,790
11067,432.49,448
11068,694.62,541
11069,1468.85,703
11070,15.05,592
11071,620.37,835
11072,1566.23,865
11073,1056.67,170
11074,1260.72,256
11075,1262.87,296
11076,1580.37,899
11077,1286.8,282
11078,734.04,624
11079,1042.31,399
11080,1799.81,323
11081,753.61,473
11082,1914.5,341
11083,1102.23,996
11084,315.1,690
11085,342.9,585
11086,1861.43,548
11087,40.78,286
11088,913.06,972
11089,239.6,821
11090,1529.06,301
11091,1955.01,332
11092,1081.36,969
11093,779.38,23
11094,1106.31,417
11095,1216.63,446
11096,910.67,988
11097,401.49,624
11098,1759.47,901
11099,741.86,41
11100,1488.53,112
11101,635.48,645
11102,275.05,288
11103,1662.02,203
11104,1295,573
11105,619.3,679
11106,1978.7,364
11107,1340.06,647
11108,367.82,598
11109,581.51,462
11110,1642.78,488
11111,561.62,583
11112,750.84,238
11113,702.27,675
11114,678.44,739
11115,1828.97,576
11116,1047.61,281
11117,1221.7,978
11118,186.01,996
11119,1908.53,380
11120,781.57,567
11121,738.31,202
11122,1023.09,97
11123,1951.26,128
11124,1941.97,531
11125,1979.06,732
11126,1480.47,582
11127,319.06,627
11128,359.45,61
11129,1532.67,558
11130,1370.32,56
11131,523.2,139
11132,732.6,116
11133,18.97,936
11134,1078.05,623
11135,1234.26,312
11136,1895.14,176
11137,1558.39,424
11138,213.28,1
11139,1716.2,98
11140,195.95,17
11141,955.43,243
11142,1067.47,273
11143,854.93,332
11144,920.64,371
11145,772.97,445
11146,1133.03,372
11147,18.91,398
11148,231.51,946
11149,478.08,854
11150,1499.33,862
11151,1978.4,457
11152,675.54,896
11153,1129.48,366
11154,1155,330
11155,1140.86,220
11156,1267.41,601
11157,988.39,182
11158,849.15,634
11159,26.78,222
11160,691.9,961
11161,1806.88,563
11162,1241.98,717
11163,1895.86,946
11164,126.81,445
11165,585.35,116
11166,1982.08,881
11167,137.7,704
11168,617.99,394
11169,450.32,743
11170,1397.95,352
11171,544.43,486
11172,1819.32,541
11173,1392.17,469
11174,1775.28,193
11175,1634.62,431
11176,1790.04,318
11177,1011.24,726
11178,1287.2,814
11179,220.64,30
11180,288.06,524
11181,1563.94,46
11182,1035.6,861
11183,1370.11,181
11184,870.23,388
11185,1834.87,548
11186,1811.21,916
11187,1452.13,390
11188,505.02,820
11189,1920.28,622
11190,765.53,865
11191,1659.53,439
11192,1314.48,110
11193,582.58,571
11194,1073.08,62
11195,1337.05,421
11196,676.14,820
11197,292.45,12
11198,1503.12,44
11199,1755.17,608
11200,1735.1,187
11201,1751.21,329
11202,1942.96,62
11203,800.11,773
11204,958.79,67
11205,457.8,631
11206,484.2,876
11207,1208.19,809
11208,972.69,956
11209,672.29,551
11210,820.66,847
11211,417.1,11
11212,1811.06,661
11213,65.66,188
11214,1941.9,473
11215,703.03,108
11216,1316.74,584
11217,268.68,789
11218,1087.18,542
11219,744.51,373
11220,164.81,439
11221,722.76,97
11222,1894.18,866
11223,1516.39,522
11224,922.29,499
11225,568.44,33
11226,390.99,65
11227,1507.59,108
11228,176.39,69
11229,1875.18,361
11230,1465.57,948
11231,1611.88,821
11232,598.3,987
11233,396.92,975
11234,1456.52,979
11235,1659.78,540
11236,712.05,158
11237,664.24,144
11238,1100,863
11239,934.36,402
11240,1196.17,492
11241,75.46,962
11242,406.96,822
11243,1794.92,349
11244,756.94,805
11245,327.72,345
11246,180.57,74
11247,941.39,412
11248,1086.52,538
11249,1199.85,774
11250,385.73,705
11251,886.29,772
11252,1132.37,104
11253,1268.74,717
11254,1287.67,369
11255,1425.24,993
11256,519.73,567
11257,625.71,493
11258,611.16,802
11259,1229.16,301
11260,1495.34,186
11261,100.64,946
11262,1588.32,777
11263,1935.52,328
11264,646.87,783
11265,1459.66,445
11266,35.09,158
11267,903.22,258
11268,1149.46,627
11269,404.02,84
11270,784.89,292
11271,677.75,655
11272,1301.98,849
11273,1268.01,285
11274,174.88,880
11275,1447.09,193
11276,1293.14,39
11277,581.55,113
11278,403.47,628
11279,138.55,623
11280,1428.12,707
11281,640.37,633
11282,223.36,471
11283,1945.66,805
11284,1433.2,990
11285,1543.16,830
11286,304.19,909
11287,828.63,823
11288,1479.26,682
11289,1994.25,340
11290,163.91,678
11291,1679.97,321
11292,2.74,635
11293,1228.42,514
11294,431.53,444
11295,801.25,64
11296,1593.82,274
11297,887.4,823
11298,837.57,204
11299,522.06,299
11300,271.33,208
11301,1172.81,554
11302,1385.1,719
11303,919.51,317
11304,603.75,515
11305,1857.81,668
11306,1201.9,484
11307,1714.33,339
11308,545.45,446
11309,561.62,430
11310,316.12,622
11311,467.56,767
11312,1475.06,587
11313,1439.39,503
11314,892.84,961
11315,661.4,544
11316,1904.18,788
11317,1232.92,355
11318,177.33,672
11319,1874.08,502
11320,1458.21,715
11321,1070.24,960
11322,414.93,273
11323,567.81,841
11324,724.01,949
11325,1772.5,488
11326,1076.75,216
11327,196.98,338
11328,1390.12,498
11329,388.33,929
11330,973.28,529
11331,573.53,826
11332,1598.55,808
11333,980.18,63
11334,1528.47,778
11335,83.2,411
11336,106.27,31
11337,1269.53,330
11338,1761.76,112
11339,402.13,738
11340,1000.16,536
11341,1509.54,20
11342,1213.95,825
11343,1209.49,701
11344,839.1,214
11345,197.7,287
11346,64.32,391
11347,1231.43,99
11348,1681.95,595
11349,197.54,351
11350,1853.25,467
11351,580.26,451
11352,1799.07,197
11353,1862.17,105
11354,1377.73,622
11355,624.67,348
11356,1682.5,453
11357,289.11,768
11358,1645.48,695
11359,1031.12,205
11360,446.24,96
11361,1379.96,15
11362,1642.46,209
11363,155.31,560
11364,276.18,15
11365,600.51,592
11366,273.26,365
11367,167.7,968
11368,523.95,423
11369,1279.4,17
11370,1566.53,303
11371,1976.6,685
11372,1207.08,712
11373,950.07,843
11374,236.14,576
11375,1741.24,128
11376,1610.03,563
11377,160.26,495
11378,799,716
11379,1648.26,271
11380,192.67,280
11381,1084.46,523
11382,1363.37,936
11383,1439.23,790
11384,1544.32,381
11385,869.61,372
11386,1422.63,833
11387,1619.17,391
11388,1684.82,69
11389,1186.64,662
11390,927.42,425
11391,1528.54,218
11392,1590.68,115
11393,1214.43,719
11394,1729.39,89
11395,1958.15,827
11396,1509.76,134
11397,208.13,193
11398,1364.25,80
11399,452.75,231
11400,1519.99,207
11401,1145.43,668
11402,1354.44,707
11403,1435.42,120
11404,1918.83,892
11405,1553.1,27
11406,1020.97,697
11407,1485.08,725
11408,53.89,610
11409,1777.72,896
11410,1452.17,59
11411,547.58,822
11412,1262.9,388
11413,986.54,625
11414,1583.37,352
11415,810.74,937
11416,944.64,709
11417,1529.86,579
11418,257.55,181
11419,462.98,5
11420,908.79,983
11421,1767.95,407
11422,1597.38,543
11423,962.46,127
11424,958.69,137
11425,540.37,965
11426,1062.95,7
11427,1597.19,742
11428,180.56,187
11429,475.15,610
11430,376.5,221
11431,320.33,531
11432,1877.07,518
11433,1883.27,259
11434,517.88,121
11435,1810.08,68
11436,1040,709
11437,1610.54,959
11438,405.19,760
11439,292.56,128
11440,224.62,620
11441,1061.62,145
11442,1440.72,504
11443,602.84,790
11444,318.43,597
11445,1085.54,262
11446,693.86,478
11447,335.32,951
11448,1781.14,627
11449,1892.17,327
11450,1358.64,453
11451,1258.8,642
11452,476.56,536
11453,1573.67,226
11454,766.79,615
11455,581.65,440
11456,867.77,461
11457,1897.98,479
11458,347.84,971
11459,375.19,7
11460,1914.8,547
11461,698.42,795
11462,811.94,347
11463,1296.04,150
11464,387.7,131
11465,431.76,61
11466,210.45,121
11467,332.88,665
11468,204.44,396
11469,1981.07,415
11470,592.82,166
11471,774.04,831
11472,782.72,38
